id;Vrsta;Breed;link1;link2;link3;Skupina;Opis;Temperament;MinVisCM;MaxVisCM;MinKG;MaxKG;MinAge;MaxAge;NjegaDlake;Linjanje;RazEnergije;Trening;Vladanje ;Slika
11;Američki leopardski gonič;American Leopard Hound;https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Catahoulamerle1.jpg/640px-Catahoulamerle1.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Catahoulared%26white1.jpg/640px-Catahoulared%26white1.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Catahoulaliver%26tan1.jpg/640px-Catahoulaliver%26tan1.jpg;Hound group;"Američki leopardski gonič je pas srednje do velike veličine i dolazi u tri uzorka: jednobojni, leopard i tigrasti; devet različitih službenih boja; s raznim oznakama. Međutim, šezdeset posto svih američkih leoparda su jednobojni psi. 
Pasmina je vrlo svestrana u lovu na razne vrste divljači, uključujući, ali ne ograničavajući se na, rakuna, medvjeda, risa, pumu, vjevericu i bilo koju drugu divljač koja voli drveće. 
Kao posebno izdržljiva pasmina, izuzetno se dobro snalaze i u ekstremnim vremenskim uvjetima, i vrućim i hladnim. 
Američki leopardi su jedna od najstarijih pasmina pasa koji žive u SAD-u i imaju izuzetno snažne sposobnosti praćenja, često sposobni pratiti plijen kilometrima.
Američki leopard je službeno priznat i nazvan Američki leopard cur 1960. godine, ali su ga članovi kluba pasmine preimenovali u Američki leopardski gonič 1. svibnja 2008., godinama prije dolaska u Američki kinološki klub. (Kontakt za pasminu Ime: Jackie Carpenter E-pošta: plott_dog@yahoo.com) 
Inteligencija je jedna od najboljih osobina američkog leopard goniča. Pasmina je puna ljubavi i privržena svojoj obitelji te su izuzetno zaštitnički nastrojeni prema djeci. ";Društveni, energični, inteligentni;53,34;68,58;20,41;31,75;12;15;Tjedno četkanje;Seasonal;Energetičan;Željan udovoljiti;Na oprezu / Responzivan;
12;Američki staford terijer;Američki stafordski terijer;https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Amstaff_9_months_old_cropped_ears2.jpg/640px-Amstaff_9_months_old_cropped_ears2.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Amstaff_Ayesha_27-11-21.jpg/640px-Amstaff_Ayesha_27-11-21.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Amstaff_5mois.JPG/640px-Amstaff_5mois.JPG;Terrier group;"AmStaffovi psi su zdepasti, mišićavi psi buldoškog tipa terijera, visoki od 40 do 49 centimetara u ramenima. 
Imaju široku glavu s doro definiranim čeljustima i izraženim jagodicama, a tamne, okrugle oči široko su im razmaknute. 
Kretanje AmStaffa je okretno i graciozno, s elastičnim hodom koji ističe urođeno samopouzdanje pasmine. 
Čvrsta, sjajna dlaka dolazi u mnogim bojama i uzorcima. 
Američki stafordski terijer, poznat svojim obožavateljima kao AmStaffovi, pametni su, samouvjereni i dobrodušni pratitelji. AmStaffovi vlasnici opisuju svoje pse kao oštro svjesne svoje okoline, spretne na sve i ljupke ""pse s osobnošću"" u kući.
Njihova hrabrost je poslovična. Odgovorno uzgojen, dobro socijaliziran AmStaff je odan i pouzdan prijatelj do kraja. 
AmStaffovi vole mentalne i fizičke izazove. Vrlo dobro reagiraju na dresuru, što sugeriraju njihovi brojni izleti u showbiz. 
Prilikom nabave AmStaffa postoji samo jedan način: istražiti i pronaći odgovornog uzgajivača. ";Samouvjeren, pametan, dobrodušan;43,18;48,26;18,14;31,75;12;16;Povremeno kupanje i četkanje;Occasional;Redovito vježbanje;Ugodan/Agreeable;Na oprezu / Responzivan;
13;Američki vodeni španijel;American Wahttps://upload.wikimedia.org/wikipedia/commons/thumb/9/90/American_Water_Spaniel_Puppies_01.jpg/640px-American_Water_Spaniel_Puppies_01.jpgter Spaniel;https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/American_Water_Spaniel_Puppies_01.jpg/640px-American_Water_Spaniel_Puppies_01.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Chien_deau_americain.jpg/640px-Chien_deau_americain.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/American_Water_Spaniel_001.jpg/640px-American_Water_Spaniel_001.jpg;Sporting group;"Američki vodeni španijel – živahan lovac s obala Velikih jezera
Američki vodeni španijel je mišićav pas srednje veličine, ne upada u oči izgledom ni nastupom, ali je prepoznatljiv po raskošnoj smeđoj dlaci koja može biti blago valovita ili gusto kovrčava. Ova je pasmina uzgojena za rad u ledenim vodama i močvarnim obalama regije Velikih jezera, a građena je upravo za takve uvjete – gusta, vodootporna dlaka, jastučići na šapama obloženi debelim tkivom, povezana i plivačka stopala te tijelo dovoljno kompaktno da može uskočiti u čamac bez da ga zaljulja.
Ljubitelji pasmine opisuju ih kao vesele, inteligentne i svestrane pse koji se snalaze u različitim kinološkim disciplinama. Kao lovci, u sebi uspješno spajaju osobine španijela i retrivera – ustrajni su na kopnu i u vodi, te izuzetno privrženi ljudima s kojima rade.
Ključ sreće američkog vodenog španijela je aktivnost, naročito ona u društvu voljenog čovjeka. Ako ostane bez dovoljno posla i poticaja, pas može postati pretjerano glasan ili destruktivan. To je pas koji živi za vodu, lov, kretanje i zajedništvo.
Ova pasmina, autohtona u gornjem dijelu Srednjeg zapada SAD-a, poznata je po vedrom duhu, marljivosti i šarmu. Ipak, može biti rezervirana prema nepoznatima i ponekad tvrdoglava, pa joj je potrebna dosljedna, ali nježna ruka.
To je državna pasmina savezne države Wisconsin, gdje se posebno njeguje njegova povijest i uloga u lovu na patke i riječnu divljač.";Željni, sretni, šarmantni;38,1;45,75;11,34;20,41;10;14;Četkanje 2-3 puta tjedno;Infrequent;Redovito vježbanje;Željan udovoljiti;Prijateljsko;
14;Anatolski ovčar;Anatolian Shepherd Dog;https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Anatolian_Shepherd_Dog_-_Kangal_k%C3%B6pe%C4%9Fi_01.jpg/640px-Anatolian_Shepherd_Dog_-_Kangal_k%C3%B6pe%C4%9Fi_01.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Kangalshepherdkopegi2.jpg/640px-Kangalshepherdkopegi2.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Anatolische_Hirtenhunde.jpg/640px-Anatolische_Hirtenhunde.jpg;Working group;"Anatolski pastirski pas – čuvar s tisućljetnom tradicijom
Anatolski pastirski pas snažan je, ali iznenađujuće okretan pas koji u grebenu doseže visinu od 69 do 74 cm, a može težiti i do 68 kilograma, pa čak i više. Ova pasmina poznata je po snažno razvijenim mišićima i izdržljivosti, osobinama koje su je učinile ravnopravnim protivnikom grabežljivcima i teškom, surovom krajoliku svoje pradomovine – visoravni Anatolije u današnjoj Turskoj.
Anatolski pastir potječe od jednih od najstarijih poznatih pasmina pasa, a njegovo podrijetlo seže više od 6.000 godina unatrag, sve do brončanog doba. Taj povijesni kontinuitet pridonosi njegovoj prirodnoj jednostavnosti i snazi, kao i osjećaju postojanosti koji nadilazi suvremene pasmine.
Pasmina je poznata u Turskoj pod imenom Kangal (u užem smislu), i stoljećima se koristi kao neustrašiv čuvar stoke od vukova i medvjeda.
U naravi je pametan, odan, pažljiv i prilagodljiv. Instinktivno će štititi sve što smatra svojom “pastirom” – bilo da se radi o stoci, djeci, drugim psima ili čak mački. Međutim, zbog svoje snažne osobnosti i izraženog teritorijalnog ponašanja, anatolskog pastira mogu uspješno voditi samo odlučni i iskusni vlasnici koji razumiju prirodu pasa čuvara i znaju postaviti jasne granice.
Unatoč svojoj impozantnoj veličini i čvrstom stavu, ovaj pas može biti iznimno nježan, strpljiv i odan onima koje prihvati kao svoju obitelj. Anatolski pastirski pas nije ljubimac za svakoga, ali kao radni čuvar – gotovo da nema ravnog.";Odani, Neovisni, Rezervirani;68,58;73,66;36,29;68,04;11;13;Tjedno četkanje;Seasonal;Redovito vježbanje;Nezavisan;Rezerviran s nepoznatima;
15;Appenzeller Sennenhund;Appenzeller Sennenhund;https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Gora_v_Bachsertal_und_Fenja_v_Apppenzell.jpg/640px-Gora_v_Bachsertal_und_Fenja_v_Apppenzell.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Appenzellery_645.jpg/640px-Appenzellery_645.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Appenzeller_Sennenhund.JPG/640px-Appenzeller_Sennenhund.JPG;Foundation Stock Service;"Appenzellski planinski pas – temperamentan čuvar švicarskih Alpa
Appenzellski planinski pas, poznat i kao Appenzeller Sennenhund ili Appenzell govedarski pas, dolazi iz planinskih predjela Švicarske i poznat je po svojoj živahnoj, odvažnoj i pouzdanoj naravi. Uvijek budan i samouvjeren, ovaj pas je iznimno odan svojoj obitelji i prirodno oprezan prema strancima, što ga čini izvrsnim čuvarom kojeg nije lako podmititi.
Po prirodi je energičan i inteligentan, pa brzo uči, ali zbog svoje velike potrebe za kretanjem i mentalnom stimulacijom nije prikladan za život u stanu. Appenzeller traži prostor, izazov i svrhu – idealno u ruralnom ili aktivnom obiteljskom okruženju.
Tijelo mu je gotovo kvadratne građe, srednje veličine i skladno građeno. Teži između 22 i 32 kilograma, a visina u grebenu iznosi oko 50–58 cm. Trobojni je pas – najčešće crne osnovne boje s jasno izraženim paležom i bijelim oznakama. Građen je mišićavo i okretno, što mu omogućuje da bude izvrstan radni pas.
Zbog svoje svestranosti i želje za suradnjom, Appenzeller se izuzetno dobro snalazi u različitim kinološkim disciplinama poput agilnosti, poslušnosti, traženja i spašavanja, ali i u pastirskim i čuvarskim zadacima. Može biti vozač stoke, kućni čuvar, pas pratilac i radni pas na imanju – sve u jednom.";Okretni, svestrani, živahni;48,26;55,88;21,77;31,75;12;15;Tjedno četkanje;Regularly;Treba puno aktivnosti;Može biti tvrdoglav;Rezerviran s nepoznatima;
16;Austrlski stočarski pas;Australian Chttps://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Australian_Cattle_dog_from_Dingostar_kennel_based_in_Russia.jpg/640px-Australian_Cattle_dog_from_Dingostar_kennel_based_in_Russia.jpgattle Dog;https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Australian_Cattle_dog_from_Dingostar_kennel_based_in_Russia.jpg/640px-Australian_Cattle_dog_from_Dingostar_kennel_based_in_Russia.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Australian_Cattle_Dog_puppies_01.JPG/640px-Australian_Cattle_Dog_puppies_01.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Australian_Cattle_Dog_%2848809112777%29.jpg/640px-Australian_Cattle_Dog_%2848809112777%29.jpg;Herding group;"Australski govedarski pas – neumorni radnik s dingo naslijeđem
Australski govedarski pas (poznat i kao Blue Heeler ili Queensland Heeler) je kompaktan, snažno građen pas visine 43 do 51 cm u grebenu, poznat po izdržljivosti, agilnosti i radnom žaru. Tijelo mu je čvrsto, mišićavo i skladno građeno, idealno za neumorni rad u najzahtjevnijim uvjetima.
Štenci se rađaju s bijelom dlakom, koja se kasnije razvija u plavičasto-sivu (blue) ili crvenu (red) varijantu, s karakterističnim šarama u obliku mrlja i pjega. Ova pasmina izuzetno je povezana s australskim divljim psom dingom, od kojeg je naslijedila otpornost i snalažljivost.
Australski govedarski psi poznati su po besprijekornoj odanosti, iznimnoj inteligenciji i stalnoj budnosti. Općenito su suzdržani prema strancima, no prema svojoj obitelji pokazuju snažnu privrženost. Ako nisu mentalno i fizički stimulirani, lako upadnu u dosadu i razviju nepoželjna ponašanja. Zbog toga se preporučuje uključivanje psa u neku vrstu rada, sporta ili redovite fizičke aktivnosti.
Iako nije pas za svakoga, Australski govedarski pas će onima koji mu mogu pružiti dovoljno izazova i aktivnosti uzvratiti predanošću, pouzdanošću i iznimnom radnom etikom. Osim što su odlični u radu sa stokom, izvrsni su i kao trkački partneri, zahvaljujući svom gipkom i učinkovitom koraku.";Budan, znatiželjan, ugodan;43,18;50,8;15,88;22,68;12;16;Povremeno kupanje i četkanje;Regularly;Treba puno aktivnosti;Može biti tvrdoglav;Rezerviran s nepoznatima;
17;Australski kelpi;Australian Kelpie;https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Hilu_the_Australian_Kelpie_dog.jpg/640px-Hilu_the_Australian_Kelpie_dog.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Kelpie1.jpg/640px-Kelpie1.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Kelpievalpar.jpg/640px-Kelpievalpar.jpg;Foundation Stock Service;"Australski kelpi – neumorni pastir urođene radne strasti
Australski kelpi je laka, vitka, ali snažna pasmina razvijena za neumoran rad s ovcama u teškim uvjetima australskog podneblja. Potječe od pasa tipa kolija koji su u 19. stoljeću uvezeni iz Škotske, ali je brzo prilagođen surovoj australskoj klimi, uključujući iznimne vrućine i sušna prostranstva.
Ova pasmina je poznata po iznimnoj inteligenciji, budnosti i neiscrpnoj energiji. Kelpi prirodno pokazuje izražen instinkt za čuvanjem stoke i sposoban je učinkovito raditi u otvorenim pašnjacima ili skučenim torovima, bez potrebe za pretjeranim treniranjem – rad mu je urođen.
Odan je svom čovjeku i posvećen radu. Nije pretjerano zahtjevan u pogledu njege, ali zahtijeva stalnu mentalnu i fizičku stimulaciju. Dosada može dovesti do nepoželjnih ponašanja, stoga je kelpi idealan za ljude koji mu mogu osigurati aktivan način života.
Iako srednje veličine (visina 46–51 cm, težina 14–20 kg), kelpi je nevjerojatno okretan, izdržljiv i brz, a u mnogim dijelovima Australije i danas se koristi kao pravi radni pas.";Odan, oprezan, inteligentan;34,18;50,8;14;21;10;13;Tjedno četkanje;Regularly;Energetičan;Željan udovoljiti;Na oprezu / Responzivan;
18;Australski ovčar;Australian Shepherd;https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Wet_Australian_Shepherd_dog%2C_side_view.jpg/640px-Wet_Australian_Shepherd_dog%2C_side_view.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Australian_Shepherd_in_snow.jpg/640px-Australian_Shepherd_in_snow.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Miniature_Australian_Shepherd_red_tricolour.JPG/640px-Miniature_Australian_Shepherd_red_tricolour.JPG;Herding group;"Australski ovčar – inteligentni radni pas s neodoljivim pogledom
Australski ovčar, omiljeni pastirski pas američkih kauboja, srednje je veličine, čvrste građe i poznat po prodornom pogledu koji često djeluje kao da pas čita misli. Njegova gusta dlaka dolazi u raznim bojama i uzorcima, među kojima je najprepoznatljiviji merle – šareni uzorak s kontrastnim nijansama plave ili crvene.
U svakom pogledu, australski ovčar izgleda kao što i jest – okretan, izdržljiv i iznimno sposoban radni pas. Ima urođeni, gotovo neodoljivi nagon za čuvanjem stoke, ali i svega što se miče – ptica, pasa, pa čak i djece. Zbog tog snažnog radnog nagona, nije najbolji izbor za ljude koji vode miran, sjedilački život.
Ovi psi su iznimno inteligentni, često sposobni nadmudriti vlasnike koji nisu iskusni ili dosljedni. Ukratko, australski ovčar nije pas za svakoga. No, za vlasnike koji žele mentalno stimuliranog, neumornog i lako dresiranog partnera za sport ili rad, ovaj pas može biti savršen izbor.
Iako ime sugerira drukčije, pasmina nije nastala u Australiji. Radi se o europskim pastirskim psima koje su uzgajivači dodatno razvili u Sjedinjenim Državama, prvenstveno u Kaliforniji, gdje su postali sastavni dio kaubojskog života i rodeo scene.";Pametni, orijentirani na posao, veseli;45,72;58,42;18,14;29,48;12;15;Tjedno četkanje;Seasonal;Energetičan;Željan udovoljiti;Na oprezu / Responzivan;
19;Australski govedarski pas s trnastim repom;Australian Stumpy Tail Cattle Dog;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/AustrCattleDogBlue_wb.jpg/640px-AustrCattleDogBlue_wb.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Astcd.jpg/640px-Astcd.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Australian_stumpy_tail_cattle_dog.jpg/640px-Australian_stumpy_tail_cattle_dog.jpg;Foundation Stock Service;"Australski govedar s kratkim repom – izdržljiv čuvar s prirodnim repićem
Australski govedar s kratkim repom nije isto što i australski govedar kojem je rep kupiran. Radi se o posebnoj pasmini, s izraženim strukturnim razlikama u odnosu na poznatijeg rođaka. Stumpy, kako ih često nazivaju, prirodno su kratkorepi – njihovi se repići najčešće zaustavljaju na vrlo kratkoj duljini odmah nakon rođenja.
Ponekad se među štencima pojavi primjerak s dugim repom. Takvi psi ne bi trebali biti isključeni iz uzgoja ako ispunjavaju sve druge kriterije kvalitete. Umjesto toga, preporučuje se da se pare s prirodno kratkorepima kako bi se održala stabilna linija pasmine.
Ovi psi su kompaktni, čvrsti i izdržljivi, s izraženom radnom etikom. Građeni su kvadratno, s dovoljno duljine nogu ispod tijela, što im omogućuje okretnost i snagu potrebnu za upravljanje stokom na velikim prostranstvima.
Australski govedar s kratkim repom idealan je za one koji traže radnog psa visoke izdržljivosti, neovisnog duha i snažnog instinkta za čuvanje. Međutim, zbog njihove inteligencije i samostalnosti, najbolje se snalaze uz iskusnog vlasnika koji zna raditi s pastirskim pasminama.";Oprezan, može se trenirati, komičan;43,18;50,8;14,51;20,41;12;15;Tjedno četkanje;Occasional;Energetičan;Lak za treniranje;Na oprezu / Responzivan;
20;Australski terijer;Australian Terrier;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Australian_terrier_Kruemel.JPG/640px-Australian_terrier_Kruemel.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Australian_Terrier_001_U.jpg/640px-Australian_Terrier_001_U.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Serfaus_%2819%29.JPG/640px-Serfaus_%2819%29.JPG;Terrier group;"Australski terijer – mali pas velikog karaktera
Australski terijer je malen, ali čvrst i samopouzdan pas, prepoznatljiv po izduženom tijelu, karakterističnoj dlaci oko vrata i prednjih prsa te po mekanoj čuperkastoj dlaci na vrhu glave, koja se razlikuje po teksturi od inače oštre dlake na ostatku tijela.
Dugačak vrat daje mu dašak elegancije, dok tamne oči sjaje inteligencijom i pažnjom. Dlaka dolazi u plavo-žutosmeđoj boji, jednolično crvenoj ili boji pijeska. Kreće se lako i slobodno, kao pravi radni pas, a poznat je i kao izvrsni čuvar i brz učenik pri dresuri.
Kao pravi predstavnik skupine terijera, australski terijer obožava kopati, a nagon za lovom na male životinje i dalje mu je snažno prisutan. Nije uvijek najbolji izbor za kućanstva s više pasa jer često želi pažnju samo za sebe.
Unatoč maloj veličini, ovaj pas ima veliku osobnost – živahan je, hrabar i bistar, a svaki dan dočekuje sa staromodnom terijerskom znatiželjom i upornošću.";Privržen, hrabar, spirited / poletan;25,4;27,94;6,8;9,07;11;15;Tjedno četkanje;Infrequent;Energetičan;Ugodan/Agreeable;Prijateljsko;
21;Azawakh;Azawakh;https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Azawakh_bitch_Shira-tb.jpg/640px-Azawakh_bitch_Shira-tb.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Azawakh_V-amschisch_de_Garde_Epee.jpg/640px-Azawakh_V-amschisch_de_Garde_Epee.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Azawakh_Fond_Blanc.jpg/640px-Azawakh_Fond_Blanc.jpg;Hound group;"Azawakh – plemeniti trkač iz pustinje
Ovaj drevni lovački hrt toliko je vitak i mišićav da se njegova građa kostura i muskulatura jasno vide ispod kože. Glatke, zaobljene linije tijela u obliku slova S, duboka prsa i aerodinamična glava odmah ga svrstavaju u obitelj pasa goniča koji se oslanjaju na oštri vid i iznimnu brzinu kako bi locirali i lovili plijen.
Azawakh ima izuzetno kratku, tanku dlaku koja dolazi u raznim bojama i uzorcima. Boje uključuju crvenu, boju pijeska, žutosmeđu, tigrastu, bijelo-šarenu (gdje bijela može dominirati), plavu, crnu i smeđu. Mogući su crna maska na glavi, kao i bijele oznake na nogama, prsima i vrhu repa. Nijedna boja ili oznaka ne isključuje psa iz standarda pasmine.
Iako izgleda elegantno i krhko, ovaj pas je izdržljiv i otporan lovac, koji već više od tisuću godina prati gazele kroz užarene pustinje Sahare.
Porijeklom je iz Zapadne Afrike, točnije iz Burkine Faso, Malija i Nigera, a danas se u Sjedinjenim Državama ističe kao odan pratitelj, čuvar i pas za lure coursing (utrke pasa goniča na mamac).";Odan, neovisan, duboko privržen;59,69;73,66;14,97;24,95;12;15;Tjedno četkanje;Occasional;Redovito vježbanje;Nezavisan;Prijateljsko;
22;Barbet;Barbet;https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Chien_de_race_Barbet.jpg/640px-Chien_de_race_Barbet.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Leuhusen_Barbet.jpg/640px-Leuhusen_Barbet.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Diane_d%27Anet_%28Louvre%2C_MR_1581%29_barbet.jpg/640px-Diane_d%27Anet_%28Louvre%2C_MR_1581%29_barbet.jpg;Sporting group;"Barbet – rustikalni francuski vodeni pas
Osobina po kojoj se ovaj rustikalni, srednje veliki ptičar najviše ističe je gusta kovrčava dlaka koja ga prekriva od vrha široke glave do kraja zakrivljenog repa. Dlaka može biti crna, siva, smeđa ili boje pijeska, ponekad s bijelim oznakama.
Na prvi pogled Barbet može djelovati kao da je izašao iz svijeta lutaka zbog svoje raščupane pojave i prijateljske naravi, no riječ je o snažnom i čvrsto građenom psu koji se stoljećima uzgajao kao strastveni lovac i neumorni plivač.
Barbeti su izuzetno inteligentni i brzo uče, a njihova mirna narav i prilagodljivost čine ih ugodnim obiteljskim psima – pod uvjetom da im se osiguraju redovita fizička i mentalna aktivnost.
Kao arhetipski vodeni pas Francuske, Barbet se u umjetnosti pojavljuje još u 16. stoljeću. Građom je blago izdužen, s izraženom glavom i dugim, spuštenim repom. Prepoznatljiv je po dugoj, gustoj kovrčavoj dlaci i karakterističnoj bradi.
Spretan i okretnog tijela, tradicionalno se koristio za lociranje, podizanje i donošenje ptica iz vode. Ima vedar temperament, izuzetno je društven i odan.";Prijateljski nastrojen, bistar, ljupak;48,26;62,23;15,88;29,48;12;14;Tjedno četkanje;Infrequent;Redovito vježbanje;Ugodan/Agreeable;Prijateljsko;
23;Basenji;Basenji;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Basenji.jpg/640px-Basenji.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/A_basenji.jpg/640px-A_basenji.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/KinzicaGiotto_02.jpg/640px-KinzicaGiotto_02.jpg;Hound group;"Basenjiji su mali, graciozni goniči visoki 40 do 47 centimetara u ramenu. 
Prepoznatljivi su po svojoj blistavoj kratkoj dlaci, čvrsto uvijenom repu, naboranom čelu i izražajnim očima u obliku badema koje prenose razne suptilne, ljudske emocije. 
Basenjiji su lijep prizor u mirovanju, ali još impresivniji u brzom kasu, kada pokazuju duge, glatke korake minijaturnog trkaćeg konja. 
Oni ne laju, ali daju do znanja svoje osjećaje neobičnim zvukom opisanim kao nešto između hihotanja i jodlanja. 
Basenjiji su izbirljivi i njeguju se poput mačaka.
Ova pasmina naziva se ""kultnom"" - malo ih je, ali oni koji imaju dovoljno sreće da je posjeduju nalaze u njoj jedinstvenu odanost. 
Basenji, afrički ""pas bez lajanja"", kompaktan je, ljupkog lica lovački pas inteligencije i staloženosti. 
Oni su jedinstveni i zavodljivi kućni ljubimci, najbolji za vlasnike koji mogu zadovoljiti svoje potrebe za tjelovježbom i izazov dresure ovog mačkolikog psa.";Neovisan, pametan, staložen;40,64;43,18;9,98;10,89;13;14;Povremeno kupanje i četkanje;Occasional;Energetičan;Nezavisan;Rezerviran s nepoznatima;
24;Baset;Basset;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Adolphe_Millot_mammiferes_D_basset_de_Gascogne.jpg/640px-Adolphe_Millot_mammiferes_D_basset_de_Gascogne.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Adolphe_Millot_mammiferes_D_basset_de_Gascogne.jpg/640px-Adolphe_Millot_mammiferes_D_basset_de_Gascogne.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Vallou.jpg/640px-Vallou.jpg;Foundation Stock Service;"Fauve de Bretagne, ""Baset Fauve de Bretagne, također poznat kao bretonski baset žućkaste boje, mali je, zdepast, otporan pas grube dlake koji je energičan i brz za svoju veličinu. 
Fauve se dobro slaže s djecom i drugim kućnim ljubimcima. Dresura i socijalizacija su neophodni ili se fauveovi mogu upustiti u nestašluke. Međutim, za razliku od dosadnih lajavaca, ako zec protrči kroz dvorište, Bretonci daju lovačkom psu ""glas"" i jure. 
Ova pasmina je jednako sretna dok se igra na polju kao i dok je sklupčana pored obitelji na kauču. 
Pametan, hrabar i odlučan, Basset Fauve de Bretagne je ozbiljan lovac, lako se prilagođava različitim vrstama divljači i terenu. 
Podjednako je izvrstan pas za društvo, veseo, inteligentan i željan ugoditi.";Pametan, veseo, odlučan;31,75;39,37;12,25;18,88;12;12;Tjedno četkanje;Seasonal;Redovito vježbanje;Može biti tvrdoglav;Otvoreno;
